STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,WESF,WESF_ATTRIBUTES
US1NCBC0087,7/2/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,7/3/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",137,",,N",,,,,,,,,,
US1NCBC0087,7/4/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",71,",,N",,,,,,,,,,
US1NCBC0087,7/5/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,7/6/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",46,",,N",,,,,,,,,,
US1NCBC0087,7/7/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",114,",,N",,,,,,,,,,
US1NCBC0087,7/8/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",173,",,N",,,,,,,,,,
US1NCBC0087,7/9/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",8,",,N",,,,,,,,,,
US1NCBC0087,7/10/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,7/11/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",13,",,N",,,,,,,,,,
US1NCBC0087,7/12/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",173,",,N",,,,,,,,,,
US1NCBC0087,7/13/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",56,",,N",,,,,,,,,,
US1NCBC0087,7/14/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",,N",,,,,,,,,,
US1NCBC0087,7/15/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",,N",,,,,,,,,,
US1NCBC0087,7/17/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,2,",,N",122,",,N",,
US1NCBC0087,7/18/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",,N",,,,,,,,,,
US1NCBC0087,7/19/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,7/20/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",28,",,N",,,,,,,,,,
US1NCBC0087,7/21/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",51,",,N",,,,,,,,,,
US1NCBC0087,7/22/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",23,",,N",,,,,,,,,,
US1NCBC0087,7/23/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",,N",,,,,,,,,,
US1NCBC0087,7/25/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,2,",,N",0,"T,,N",,
US1NCBC0087,7/26/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,7/27/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",66,",,N",,,,,,,,,,
US1NCBC0087,7/29/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,2,",,N",5,",,N",,
US1NCBC0087,7/30/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",84,",,N",,,,,,,,,,
US1NCBC0087,7/31/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",117,",,N",,,,,,,,,,
US1NCBC0087,8/1/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",10,",,N",,,,,,,,,,
US1NCBC0087,8/2/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",119,",,N",,,,,,,,,,
US1NCBC0087,8/3/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",13,",,N",,,,,,,,,,
US1NCBC0087,8/4/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",775,",,N",,,,,,,,,,
US1NCBC0087,8/5/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",246,",,N",,,,,,,,,,
US1NCBC0087,8/6/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",119,",,N",,,,,,,,,,
US1NCBC0087,8/7/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,8/8/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",64,",,N",,,,,,,,,,
US1NCBC0087,8/9/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",193,",,N",,,,,,,,,,
US1NCBC0087,8/10/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",259,",,N",,,,,,,,,,
US1NCBC0087,8/11/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",239,",,N",,,,,,,,,,
US1NCBC0087,8/12/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",51,",,N",,,,,,,,,,
US1NCBC0087,8/13/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",,N",,,,,,,,,,
US1NCBC0087,8/14/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,8/15/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",10,",,N",,,,,,,,,,
US1NCBC0087,8/16/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,8/17/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,8/18/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",135,",,N",,,,,,,,,,
US1NCBC0087,8/19/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",10,",,N",,,,,,,,,,
US1NCBC0087,8/20/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",28,",,N",,,,,,,,,,
US1NCBC0087,8/21/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",251,",,N",,,,,,,,,,
US1NCBC0087,8/22/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",,N",,,,,,,,,,
US1NCBC0087,8/23/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,8/24/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,8/25/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,8/26/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,8/28/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,2,",,N",36,",,N",,
US1NCBC0087,8/29/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",,N",,,,,,,,,,
US1NCBC0087,8/30/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,8/31/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,9/1/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,9/2/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,9/3/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,9/4/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,9/5/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",20,",,N",,,,,,,,,,
US1NCBC0087,9/6/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,9/7/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,9/8/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,9/9/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,9/10/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,9/13/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,2,",,N",36,",,N",,
US1NCBC0087,9/14/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,9/15/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",10,",,N",,,,,,,,,,
US1NCBC0087,9/19/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,4,",,N",20,",,N",,
US1NCBC0087,9/20/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,9/21/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,9/22/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,9/23/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,9/26/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,9/27/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",51,",,N",,,,,,,,,,
US1NCBC0087,9/28/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,10/8/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,10,",,N",173,",,N",,
US1NCBC0087,10/9/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,10/10/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,10/11/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,10/12/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,10/17/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,4,",,N",0,",,N",,
US1NCBC0087,10/18/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,10/20/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,2,",,N",0,",,N",,
US1NCBC0087,10/21/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,10/25/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,4,",,N",0,",,N",,
US1NCBC0087,10/26/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,10/27/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,10/28/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,10/30/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,2,",,N",0,",,N",,
US1NCBC0087,10/31/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,11/1/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,11/2/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,11/3/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,11/4/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,11/5/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,11/6/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,11/7/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,11/9/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",,N",,,,,,,,,,
US1NCBC0087,11/11/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,11/12/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,11/13/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,11/14/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,11/15/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,11/27/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,12,",,N",0,",,N",,
US1NCBC0087,11/28/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,11/29/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",300,",,N",,,,,,,,,,
US1NCBC0087,11/30/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",71,",,N",,,,,,,,,,
US1NCBC0087,12/1/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",150,",,N",,,,,,,,,,
US1NCBC0087,12/2/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,12/5/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,3,",,N",312,",,N",,
US1NCBC0087,12/6/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",185,",,N",,,,,,,,,,
US1NCBC0087,12/7/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",58,",,N",,,,,,,,,,
US1NCBC0087,12/8/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,12/9/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,12/10/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,12/11/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,12/12/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",,N",,,,,,,,,,
US1NCBC0087,12/14/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,2,",,N",5,",,N",,
US1NCBC0087,12/15/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,12/17/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,12/18/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",43,",,N",,,,,,,,,,
US1NCBC0087,12/19/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",10,",,N",,,,,,,,,,
US1NCBC0087,12/20/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,12/23/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,3,",,N",3,",,N",,
US1NCBC0087,12/24/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,12/25/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,12/26/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,12/29/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,3,",,N",76,",,N",,
US1NCBC0087,12/30/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,12/31/2016,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,1/2/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",193,",,N",,,,,,,,,,
US1NCBC0087,1/3/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",132,",,N",,,,,,,,,,
US1NCBC0087,1/4/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,1/5/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,1/6/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,1/7/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",152,",,N",180,",,N",178,",,N",,,,,127,",,N"
US1NCBC0087,1/8/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,1/9/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,1/10/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,1/11/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,1/12/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,1/13/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,1/14/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,1/16/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,2,",,N",3,",,N",,
US1NCBC0087,1/17/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",8,",,N",,,,,,,,,,
US1NCBC0087,1/18/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,1/19/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,1/20/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",71,",,N",,,,,,,,,,
US1NCBC0087,1/21/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,1/22/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",94,",,N",,,,,,,,,,
US1NCBC0087,1/23/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",714,",,N",,,,,,,,,,
US1NCBC0087,1/24/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",28,",,N",,,,,,,,,,
US1NCBC0087,1/25/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,1/26/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,1/29/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,3,",,N",0,",,N",,
US1NCBC0087,1/30/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",0,"T,,N",,,,,,,,
US1NCBC0087,1/31/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,2/1/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,2/2/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,2/3/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",10,",,N",,,,,,,,,,
US1NCBC0087,2/6/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,3,",,N",5,",,N",,
US1NCBC0087,2/7/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,2/8/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",28,",,N",,,,,,,,,,
US1NCBC0087,2/10/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,2,",,N",84,",,N",,
US1NCBC0087,2/11/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,2/13/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,2,",,N",0,",,N",,
US1NCBC0087,2/14/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,2/16/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",L,N",,,,,,,,,,
US1NCBC0087,2/17/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,2,",L,N",69,",L,N",,
US1NCBC0087,2/18/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,2/19/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,2/20/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,2/21/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,2/22/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",30,",,N",,,,,,,,,,
US1NCBC0087,2/24/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,2,",,N",8,",,N",,
US1NCBC0087,2/25/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,2/27/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,2,",,N",0,",,N",,
US1NCBC0087,2/28/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,3/3/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,3,",,N",175,",,N",,
US1NCBC0087,3/4/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,3/5/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,3/6/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",10,",,N",,,,,,,,,,
US1NCBC0087,3/7/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,3/8/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",20,",,N",,,,,,,,,,
US1NCBC0087,3/10/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,2,",,N",71,",,N",,
US1NCBC0087,3/12/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",66,",,N",33,",,N",,,,,,,,
US1NCBC0087,3/13/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,3/14/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",28,",,N",,,,,,,,,,
US1NCBC0087,3/15/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,3/16/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,4/1/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,13,",,N",1034,",,N",,
US1NCBC0087,4/2/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,4/3/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",8,",,N",,,,,,,,,,
US1NCBC0087,4/4/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",437,",,N",,,,,,,,,,
US1NCBC0087,4/6/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",340,",,N",,,,,,,,,,
US1NCBC0087,4/7/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",13,",,N",,,,,,,,,,
US1NCBC0087,4/8/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",,N",,,,,,,,,,
US1NCBC0087,4/9/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,4/10/2017,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
